x,y,t,p
60,103,402992745,-1
67,125,402992755,-1
93,117,402992758,-1
65,158,402992763,-1
76,86,402992767,-1
70,94,402992773,-1
49,75,402992829,-1
97,100,402992838,-1
59,128,402992840,-1
93,129,402992851,1
16,66,402992852,1
16,57,402992916,1
70,141,402992919,-1
93,131,402992923,-1
71,132,402992929,-1
17,54,402992975,1
16,63,402992991,1
85,129,402993016,-1
72,131,402993018,-1
37,90,402993021,-1
60,150,402993022,-1
61,171,402993035,-1
71,87,402993040,-1
90,132,402993050,-1
36,132,402993050,-1
40,57,402993112,1
51,100,402993148,1
71,137,402993159,-1
56,79,402993183,-1
62,102,402993200,-1
43,65,402993208,-1
53,116,402993208,-1
25,167,402993215,-1
69,95,402993219,-1
46,84,402993263,-1
122,136,402993277,1
68,97,402993299,-1
58,104,402993301,-1
72,135,402993304,-1
81,138,402993305,-1
111,144,402993313,-1
117,139,402993314,-1
88,154,402993346,-1
122,137,402993386,1
72,87,402993393,-1
104,107,402993394,-1
49,72,402993395,-1
68,93,402993396,1
79,124,402993400,-1
75,102,402993401,-1
117,88,402993402,-1
52,101,402993416,1
119,138,402993422,1
60,100,402993449,1
37,72,402993493,-1
62,99,402993494,1
70,93,402993500,-1
57,104,402993510,-1
16,62,402993514,1
122,135,402993541,1
52,59,402993548,1
53,101,402993558,1
57,78,402993591,-1
16,67,402993600,1
121,138,402993633,1
59,135,402993677,-1
73,134,402993684,-1
39,151,402993695,-1
54,103,402993744,1
65,97,402993777,1
57,101,402993797,1
27,47,402993828,1
43,54,402993877,1
20,53,402993903,1
52,104,402993936,-1
106,161,402993951,1
54,101,402993961,1
113,151,402993986,1
78,139,402994038,-1
79,176,402994048,1
84,148,402994064,1
115,147,402994080,1
33,54,402994122,-1
102,105,402994126,-1
73,90,402994138,-1
63,138,402994139,-1
42,55,402994158,1
123,131,402994163,1
92,151,402994188,1
101,165,402994206,1
73,147,402994218,-1
75,133,402994219,-1
91,151,402994219,1
64,163,402994220,-1
54,104,402994225,-1
70,144,402994235,-1
112,153,402994275,1
42,82,402994314,-1
48,59,402994316,1
36,89,402994320,-1
80,154,402994325,-1
59,134,402994329,-1
75,134,402994349,-1
88,153,402994371,1
85,159,402994388,1
77,162,402994416,-1
50,70,402994418,-1
72,85,402994419,-1
104,85,402994423,-1
81,131,402994423,-1
27,96,402994424,-1
102,136,402994427,-1
26,47,402994458,1
37,71,402994509,-1
78,136,402994515,-1
76,137,402994519,-1
47,145,402994522,-1
21,59,402994562,1
64,97,402994562,1
26,64,402994565,-1
66,167,402994570,-1
55,102,402994586,1
68,163,402994608,1
107,111,402994616,-1
85,162,402994638,1
41,56,402994656,1
16,69,402994663,1
23,50,402994679,1
21,58,402994681,1
98,135,402994715,-1
34,88,402994717,-1
67,123,402994718,-1
53,144,402994720,-1
84,154,402994744,1
28,67,402994753,-1
99,132,402994804,-1
38,71,402994805,-1
56,78,402994811,-1
69,94,402994819,-1
81,153,402994823,-1
50,100,402994875,1
63,99,402994877,1
55,104,402994894,-1
66,123,402994908,-1
89,156,402994941,1
48,73,402994991,1
57,102,402994999,1
79,119,402994999,-1
25,59,402995003,-1
65,99,402995004,-1
18,73,402995013,-1
82,163,402995015,-1
50,124,402995016,-1
20,134,402995044,-1
22,49,402995054,1
71,91,402995096,-1
67,81,402995096,1
33,87,402995106,-1
77,136,402995111,-1
114,145,402995116,-1
42,81,402995152,-1
68,164,402995192,1
116,144,402995203,-1
72,91,402995205,-1
19,50,402995262,1
51,101,402995263,1
121,125,402995271,1
72,123,402995295,-1
55,122,402995295,-1
19,74,402995299,-1
57,112,402995312,-1
21,49,402995350,1
122,134,402995366,-1
67,74,402995398,-1
44,54,402995440,1
71,90,402995488,-1
116,139,402995492,-1
71,92,402995506,-1
111,155,402995537,-1
89,149,402995544,1
85,135,402995581,-1
84,147,402995640,1
70,95,402995672,-1
60,154,402995691,-1
17,53,402995703,1
113,148,402995726,-1
39,57,402995735,1
69,135,402995767,-1
26,60,402995768,-1
54,75,402995771,-1
45,142,402995787,-1
85,160,402995799,1
82,144,402995846,-1
32,55,402995848,-1
58,102,402995857,1
42,71,402995876,-1
27,68,402995882,-1
29,45,402995885,1
38,60,402995907,1
87,153,402995930,1
6,158,402995937,-1
56,102,402995949,1
107,159,402995963,1
69,137,402996023,-1
60,144,402996026,-1
72,89,402996031,-1
21,76,402996035,-1
20,49,402996053,1
15,59,402996062,1
77,172,402996085,1
66,96,402996089,1
53,104,402996108,-1
54,102,402996164,1
48,74,402996170,1
73,177,402996174,1
45,82,402996213,-1
110,2,402996213,-1
75,143,402996234,-1
30,45,402996251,1
69,91,402996257,1
120,136,402996261,1
76,146,402996319,-1
75,137,402996321,-1
100,143,402996352,1
38,61,402996368,1
60,101,402996372,1
122,133,402996385,1
81,117,402996402,-1
58,81,402996403,-1
80,139,402996409,-1
67,97,402996412,-1
49,99,402996463,1
88,149,402996484,1
68,81,402996491,1
89,142,402996494,1
52,172,402996506,-1
88,155,402996526,1
61,102,402996591,-1
114,92,402996602,-1
5,154,402996606,-1
83,179,402996659,1
59,103,402996683,-1
79,132,402996694,-1
71,95,402996696,-1
62,100,402996716,1
17,56,402996724,1
31,45,402996728,1
59,151,402996792,-1
33,56,402996792,-1
100,167,402996800,1
73,168,402996808,1
122,128,402996808,1
26,48,402996812,1
106,143,402996818,-1
21,51,402996859,1
103,163,402996895,-1
26,70,402996901,-1
107,160,402996917,1
71,146,402996923,-1
71,83,402996928,1
47,70,402996935,1
92,152,402996938,1
100,169,402996952,1
118,141,402996992,-1
111,153,402997015,1
122,127,402997058,1
49,68,402997064,-1
74,162,402997087,1
22,51,402997109,1
32,46,402997131,1
84,159,402997162,1
102,164,402997167,-1
114,84,402997242,-1
117,100,402997253,-1
16,55,402997260,1
108,158,402997284,1
121,126,402997318,1
113,146,402997326,-1
56,101,402997344,1
88,137,402997357,-1
53,58,402997381,1
68,95,402997413,-1
81,155,402997425,-1
111,143,402997427,-1
59,132,402997430,-1
59,100,402997450,1
113,142,402997471,-1
53,102,402997473,1
69,90,402997479,1
74,169,402997510,1
52,100,402997576,1
90,145,402997584,-1
108,146,402997587,1
48,70,402997593,1
70,92,402997607,-1
103,106,402997608,-1
28,46,402997609,1
42,77,402997629,-1
88,147,402997652,1
49,57,402997660,1
21,57,402997672,1
87,152,402997686,1
123,133,402997696,-1
98,97,402997722,-1
17,52,402997742,1
89,145,402997759,1
58,101,402997762,1
100,168,402997778,1
88,135,402997821,-1
110,157,402997825,1
108,100,402997826,-1
106,160,402997826,1
73,136,402997833,-1
16,56,402997865,1
121,133,402997875,1
61,100,402997902,1
69,93,402997919,-1
60,142,402997924,-1
115,140,402997928,-1
71,133,402997937,-1
65,94,402997959,1
109,158,402997985,1
65,81,402998005,1
85,163,402998008,1
53,103,402998015,-1
32,151,402998017,-1
100,158,402998029,-1
60,108,402998048,-1
17,55,402998062,1
48,98,402998063,1
70,80,402998110,1
49,74,402998118,-1
121,137,402998160,1
120,125,402998185,1
116,143,402998221,-1
57,103,402998221,-1
74,131,402998228,-1
46,53,402998250,1
112,152,402998285,1
123,128,402998293,-1
32,54,402998318,-1
43,81,402998319,-1
78,130,402998320,-1
66,81,402998348,1
70,143,402998374,-1
93,153,402998392,1
68,92,402998400,1
72,128,402998417,-1
69,132,402998418,-1
53,72,402998431,-1
119,137,402998490,-1
44,137,402998524,-1
58,103,402998525,-1
116,142,402998593,1
81,125,402998614,-1
64,134,402998621,-1
36,172,402998624,-1
28,83,402998624,-1
65,91,402998651,1
55,101,402998663,1
40,93,402998664,-1
59,101,402998685,1
49,58,402998738,1
91,131,402998740,-1
122,135,402998743,1
18,52,402998781,1
40,56,402998786,1
118,139,402998787,1
54,103,402998789,-1
72,88,402998793,-1
59,137,402998801,-1
60,102,402998802,-1
46,83,402998804,-1
34,89,402998805,-1
110,144,402998807,-1
105,91,402998810,-1
63,101,402998812,-1
56,81,402998817,-1
70,149,402998822,-1
83,135,402998831,-1
2,145,402998877,-1
59,112,402998903,-1
49,73,402998904,-1
45,62,402998906,-1
96,167,402998908,-1
37,150,402998909,-1
70,131,402998913,-1
72,139,402998959,-1
26,141,402998961,-1
44,141,402999007,-1
97,90,402999010,-1
51,61,402999011,-1
25,69,402999013,-1
63,98,402999028,1
24,159,402999046,-1
113,144,402999081,-1
108,152,402999090,-1
70,93,402999099,-1
47,147,402999104,-1
47,71,402999128,1
81,158,402999130,-1
113,145,402999139,-1
122,136,402999141,-1
59,136,402999175,-1
106,133,402999178,-1
50,63,402999184,-1
29,84,402999188,-1
69,141,402999199,-1
23,48,402999234,1
88,136,402999262,-1
110,2,402999266,-1
69,103,402999267,-1
29,85,402999267,-1
36,70,402999279,-1
83,152,402999313,1
45,53,402999324,1
81,163,402999346,-1
80,135,402999348,-1
110,84,402999369,-1
45,75,402999431,-1
74,148,402999437,-1
57,80,402999440,-1
2,137,402999486,-1
15,58,402999494,1
64,158,402999515,-1
61,154,402999517,-1
81,133,402999519,-1
84,113,402999519,-1
79,170,402999524,-1
73,142,402999526,-1
61,99,402999542,1
43,83,402999545,-1
54,104,402999556,-1
77,118,402999576,1
70,82,402999600,1
71,90,402999619,-1
73,84,402999622,-1
117,111,402999626,-1
78,163,402999627,-1
69,94,402999628,-1
87,144,402999646,1
110,98,402999649,-1
51,75,402999704,-1
54,152,402999709,-1
72,133,402999712,-1
76,145,402999713,-1
60,80,402999713,-1
70,134,402999719,-1
51,100,402999758,1
65,93,402999795,1
104,155,402999796,-1
79,129,402999800,-1
97,160,402999828,-1
87,154,402999848,1
53,116,402999879,-1
28,178,402999889,-1
123,106,402999890,-1
6,154,402999893,-1
59,131,402999896,-1
71,138,402999899,-1
65,92,402999957,1
24,48,402999987,1
81,157,402999989,-1
37,70,402999990,-1
69,129,402999992,-1
71,139,402999997,-1
19,49,403000005,1
66,95,403000020,1
89,89,403000020,-1
49,72,403000081,-1
16,70,403000132,1
109,104,403000170,-1
119,139,403000171,-1
55,104,403000172,-1
106,110,403000208,-1
43,53,403000208,1
71,89,403000264,-1
30,158,403000266,-1
68,162,403000303,1
55,58,403000307,1
122,132,403000324,1
22,48,403000325,1
50,99,403000335,1
41,55,403000361,1
72,145,403000378,-1
85,141,403000434,-1
118,110,403000435,-1
56,104,403000439,-1
22,77,403000447,-1
58,79,403000450,-1
27,46,403000455,1
55,103,403000461,-1
52,101,403000495,1
112,141,403000524,1
113,143,403000525,-1
66,80,403000608,1
35,70,403000620,-1
67,88,403000652,1
80,129,403000653,-1
20,52,403000678,1
43,64,403000711,-1
106,153,403000712,-1
84,146,403000748,1
53,100,403000785,1
87,150,403000789,1
70,133,403000807,-1
32,57,403000811,-1
97,116,403000812,-1
67,91,403000830,1
43,163,403000842,1
99,117,403000849,1
122,131,403000856,1
53,103,403000905,-1
75,145,403000911,-1
54,101,403000961,1
65,80,403000970,1
37,68,403000971,1
53,74,403001010,-1
81,116,403001012,-1
86,84,403001015,-1
122,129,403001016,1
39,92,403001034,-1
15,60,403001059,1
62,99,403001091,1
96,140,403001113,-1
23,78,403001137,-1
83,153,403001169,1
68,90,403001179,1
94,148,403001182,1
121,138,403001206,1
112,149,403001208,-1
44,83,403001212,-1
61,159,403001216,-1
75,136,403001217,-1
76,134,403001218,-1
62,156,403001268,-1
88,148,403001272,1
98,129,403001301,-1
77,109,403001304,-1
67,83,403001308,1
68,91,403001353,1
76,167,403001358,1
62,98,403001384,1
36,68,403001402,1
47,60,403001407,1
69,93,403001409,-1
63,157,403001410,-1
52,103,403001421,-1
38,59,403001440,1
49,55,403001453,1
65,96,403001455,1
53,101,403001469,1
15,56,403001492,1
67,94,403001502,1
70,92,403001506,-1
32,177,403001509,-1
68,88,403001573,1
120,135,403001577,1
18,51,403001587,1
18,50,403001595,1
67,89,403001598,1
83,124,403001610,-1
104,103,403001614,-1
27,82,403001616,-1
56,71,403001619,-1
44,73,403001624,-1
59,143,403001625,-1
61,101,403001639,-1
47,68,403001708,1
45,143,403001721,-1
87,136,403001727,-1
97,88,403001731,-1
55,102,403001771,1
67,90,403001790,1
87,95,403001817,-1
54,72,403001821,-1
65,95,403001841,1
15,66,403001849,1
67,93,403001862,1
54,102,403001873,1
81,171,403001899,1
66,99,403001916,-1
59,130,403001917,-1
89,86,403001972,-1
90,150,403001999,-1
90,150,403002001,-1
71,94,403002007,-1
50,68,403002013,-1
35,146,403002016,-1
1,138,403002026,-1
33,136,403002037,-1
110,156,403002049,1
48,59,403002071,1
21,48,403002076,1
60,100,403002077,1
38,58,403002104,1
55,100,403002105,1
24,66,403002113,-1
90,90,403002119,-1
122,134,403002167,-1
67,80,403002172,1
76,141,403002175,-1
40,55,403002190,1
59,138,403002203,-1
17,51,403002205,1
27,96,403002206,-1
84,134,403002209,-1
54,103,403002215,-1
83,157,403002259,1
75,163,403002275,1
65,160,403002309,-1
69,77,403002314,-1
49,146,403002333,-1
34,74,403002355,-1
59,99,403002426,1
64,80,403002426,1
47,97,403002467,1
90,151,403002469,1
117,140,403002479,1
116,90,403002516,-1
122,133,403002570,1
86,151,403002600,1
57,101,403002601,1
6,156,403002638,-1
59,140,403002640,-1
49,56,403002659,1
31,85,403002709,-1
47,69,403002733,1
73,135,403002754,-1
51,99,403002762,1
47,70,403002765,1
110,2,403002786,-1
68,165,403002799,1
21,155,403002804,-1
70,91,403002809,-1
119,140,403002810,-1
66,98,403002824,-1
68,89,403002848,-1
49,99,403002863,1
91,115,403002894,-1
56,103,403002900,-1
25,172,403002902,-1
35,68,403002919,1
57,100,403002934,1
15,63,403002949,1
64,97,403002955,1
107,159,403002961,1
46,134,403002993,-1
70,138,403003005,-1
30,44,403003061,1
16,54,403003128,1
24,62,403003175,-1
122,130,403003184,1
71,88,403003185,-1
34,134,403003226,-1
64,96,403003246,1
69,81,403003256,1
67,92,403003338,1
83,154,403003340,1
74,122,403003374,-1
107,111,403003377,-1
109,157,403003393,1
15,55,403003435,1
39,141,403003459,-1
77,163,403003462,-1
37,62,403003493,1
66,80,403003502,1
48,57,403003503,1
48,58,403003535,1
78,123,403003539,-1
15,67,403003543,1
79,125,403003550,-1
63,156,403003576,-1
25,46,403003596,1
15,62,403003598,1
60,99,403003603,1
38,90,403003613,-1
57,103,403003641,-1
95,148,403003659,1
25,45,403003686,1
24,65,403003698,-1
52,58,403003706,1
75,148,403003732,-1
52,99,403003768,1
15,61,403003789,1
121,127,403003791,-1
79,134,403003824,-1
62,157,403003827,-1
58,100,403003829,1
67,138,403003840,-1
41,54,403003858,1
69,143,403003862,-1
63,97,403003863,1
65,80,403003864,1
15,64,403003892,1
21,52,403003915,1
93,147,403003928,1
55,103,403003928,-1
53,103,403003945,-1
82,164,403003953,-1
84,142,403003959,-1
89,123,403004015,-1
99,103,403004018,-1
49,60,403004023,-1
44,53,403004057,1
85,158,403004068,1
101,166,403004082,1
121,136,403004093,1
58,99,403004111,1
59,100,403004116,1
59,139,403004126,-1
41,82,403004129,-1
39,56,403004199,1
23,65,403004225,-1
60,141,403004252,-1
70,125,403004253,-1
56,101,403004254,1
48,148,403004268,-1
120,125,403004279,1
15,57,403004296,1
90,146,403004309,1
48,99,403004310,1
56,100,403004312,1
60,128,403004324,-1
71,85,403004332,-1
49,100,403004354,1
62,100,403004410,-1
89,126,403004414,1
69,95,403004418,-1
65,159,403004420,-1
59,125,403004429,-1
71,89,403004434,-1
8,168,403004445,-1
49,98,403004446,1
107,146,403004467,-1
16,53,403004483,1
100,167,403004486,1
54,100,403004488,-1
83,150,403004503,1
15,68,403004505,1
69,139,403004519,-1
40,70,403004525,-1
105,109,403004532,-1
25,48,403004559,1
119,136,403004564,1
111,141,403004569,1
21,47,403004596,1
69,92,403004618,-1
79,175,403004650,1
110,150,403004677,-1
85,164,403004678,1
55,101,403004679,1
80,131,403004722,-1
44,140,403004722,-1
49,69,403004728,-1
33,86,403004731,-1
24,63,403004737,-1
48,98,403004753,1
87,151,403004758,1
66,94,403004768,1
28,45,403004771,1
85,148,403004783,1
50,99,403004796,1
47,72,403004818,1
19,48,403004852,1
98,168,403004858,-1
83,156,403004862,1
115,138,403004875,1
70,82,403004879,1
50,56,403004897,1
80,177,403004908,1
60,121,403004928,-1
85,161,403004930,1
55,99,403004954,1
79,135,403004957,-1
37,58,403004971,1
69,138,403005034,-1
76,135,403005064,-1
17,52,403005079,1
121,128,403005084,1
108,158,403005084,1
0,141,403005105,-1
51,58,403005106,1
48,146,403005131,-1
70,129,403005218,-1
69,134,403005220,-1
77,173,403005221,1
83,130,403005223,-1
101,148,403005226,-1
15,161,403005228,-1
60,135,403005237,-1
67,80,403005268,1
42,54,403005273,1
83,155,403005273,1
122,135,403005282,1
24,47,403005285,1
119,141,403005304,1
106,148,403005329,-1
105,143,403005349,-1
60,101,403005424,-1
43,80,403005426,-1
51,74,403005428,-1
79,124,403005431,-1
90,131,403005432,-1
38,173,403005436,-1
69,133,403005437,-1
49,70,403005438,-1
0,140,403005465,-1
34,68,403005476,1
121,135,403005513,1
29,44,403005522,1
53,57,403005522,1
59,102,403005525,-1
48,147,403005528,-1
72,98,403005533,-1
121,137,403005568,1
51,100,403005598,1
59,127,403005614,-1
17,53,403005622,1
35,88,403005628,-1
55,71,403005635,-1
123,89,403005638,-1
53,99,403005674,1
61,99,403005706,1
59,103,403005711,-1
67,95,403005714,-1
68,124,403005721,-1
50,80,403005725,-1
44,81,403005729,-1
104,161,403005730,-1
114,143,403005756,1
120,138,403005787,-1
71,82,403005802,1
53,71,403005833,-1
45,81,403005838,-1
32,178,403005852,-1
27,45,403005853,1
30,84,403005861,-1
87,143,403005874,1
37,60,403005899,1
77,161,403005916,-1
76,138,403005923,-1
77,117,403005948,1
45,52,403005970,1
87,168,403005974,1
22,47,403005976,1
60,147,403005978,-1
51,80,403006013,-1
68,95,403006016,-1
36,88,403006021,-1
110,2,403006024,-1
99,165,403006027,-1
39,91,403006028,-1
105,161,403006043,1
88,143,403006044,1
90,143,403006077,1
46,64,403006082,1
61,98,403006090,1
66,97,403006106,-1
67,94,403006115,-1
24,79,403006120,-1
53,148,403006121,-1
72,153,403006121,-1
36,90,403006124,-1
49,101,403006133,-1
15,65,403006139,1
83,151,403006151,1
70,80,403006185,1
63,96,403006195,1
60,102,403006203,-1
49,76,403006221,-1
54,77,403006289,-1
20,58,403006294,1
38,57,403006308,1
46,143,403006310,-1
41,71,403006311,-1
109,151,403006317,-1
107,153,403006318,-1
25,80,403006336,-1
75,125,403006337,-1
64,95,403006351,1
99,159,403006409,-1
58,102,403006413,-1
15,54,403006445,1
121,134,403006490,-1
100,159,403006501,-1
53,76,403006507,-1
95,91,403006511,-1
54,103,403006512,-1
61,155,403006513,-1
48,149,403006514,-1
83,111,403006572,1
27,161,403006606,-1
55,149,403006606,-1
69,128,403006608,-1
37,89,403006613,-1
71,164,403006665,1
54,71,403006698,-1
78,138,403006713,-1
72,134,403006756,-1
41,65,403006799,-1
53,116,403006803,-1
90,93,403006804,-1
113,140,403006828,-1
116,141,403006834,-1
89,143,403006839,1
6,163,403006893,-1
23,64,403006895,-1
73,133,403006903,-1
59,129,403006904,-1
91,152,403006924,1
20,48,403006954,1
53,101,403006969,1
102,140,403006994,-1
6,153,403006996,-1
61,156,403007023,-1
64,80,403007051,1
58,103,403007090,-1
68,125,403007099,-1
104,107,403007122,-1
23,47,403007126,1
31,44,403007153,1
96,167,403007171,-1
106,110,403007248,-1
71,130,403007348,-1
71,80,403007391,1
83,148,403007404,1
28,44,403007414,1
70,79,403007423,1
50,57,403007472,1
52,100,403007478,1
94,88,403007503,-1
69,140,403007547,-1
32,86,403007566,-1
68,80,403007576,1
37,90,403007629,-1
115,141,403007646,-1
112,143,403007657,-1
67,87,403007662,1
120,126,403007696,1
83,147,403007712,1
70,90,403007719,-1
17,50,403007719,1
48,145,403007723,-1
72,126,403007725,-1
60,98,403007726,1
48,97,403007748,1
66,93,403007755,1
118,138,403007766,1
83,163,403007773,1
22,49,403007796,1
66,90,403007818,1
112,145,403007821,-1
43,79,403007822,-1
68,126,403007828,-1
41,93,403007829,-1
20,54,403007843,1
62,97,403007867,1
100,169,403007888,1
46,62,403007901,1
84,160,403007909,1
87,135,403007916,-1
136,103,403007920,-1
54,101,403007931,1
40,92,403007958,-1
110,155,403007997,1
68,93,403008020,-1
60,124,403008021,-1
118,123,403008021,-1
121,129,403008091,1
66,96,403008118,-1
63,99,403008119,-1
87,145,403008121,1
42,53,403008184,1
86,153,403008191,1
117,141,403008209,-1
83,159,403008210,1
112,116,403008212,-1
25,166,403008215,-1
110,151,403008217,-1
37,59,403008235,1
70,127,403008238,-1
18,49,403008242,1
41,80,403008312,-1
20,68,403008317,-1
25,63,403008330,-1
70,91,403008346,-1
66,89,403008372,1
60,153,403008397,-1
69,92,403008405,-1
16,52,403008437,1
91,95,403008438,-1
100,168,403008450,1
115,142,403008478,1
29,83,403008494,-1
27,170,403008506,-1
96,170,403008507,-1
84,161,403008557,-1
60,156,403008567,-1
48,58,403008570,1
76,136,403008594,-1
59,101,403008598,-1
65,163,403008600,-1
68,94,403008600,-1
43,63,403008601,-1
81,124,403008602,-1
49,59,403008604,-1
49,71,403008626,-1
46,66,403008631,1
65,126,403008697,-1
107,152,403008699,-1
35,87,403008713,-1
61,158,403008721,-1
87,155,403008736,1
120,140,403008756,1
102,159,403008790,-1
25,47,403008791,1
26,46,403008823,1
52,57,403008824,1
54,102,403008872,-1
84,162,403008876,1
119,140,403008885,-1
51,79,403008893,-1
71,147,403008895,-1
42,80,403008896,-1
49,98,403008903,1
86,154,403008905,1
65,82,403008921,1
88,145,403008921,1
18,48,403008926,1
117,139,403008962,1
124,107,403008983,-1
35,78,403008990,-1
87,149,403009017,1
121,136,403009056,1
24,59,403009066,-1
43,73,403009076,-1
65,165,403009076,-1
71,85,403009081,-1
97,135,403009090,-1
108,151,403009110,-1
110,2,403009115,-1
110,156,403009118,1
73,169,403009145,1
66,80,403009156,-1
66,80,403009159,-1
71,88,403009160,-1
51,102,403009161,-1
69,93,403009163,-1
65,80,403009165,1
89,131,403009182,-1
91,154,403009192,1
26,47,403009209,1
121,135,403009254,1
56,103,403009255,-1
71,86,403009257,-1
102,164,403009260,-1
43,137,403009261,-1
59,144,403009262,-1
104,108,403009278,-1
36,68,403009295,1
39,55,403009308,1
64,96,403009316,1
121,132,403009321,-1
71,87,403009344,-1
116,142,403009351,-1
87,137,403009358,-1
90,85,403009358,-1
53,129,403009358,-1
23,62,403009360,-1
70,135,403009362,-1
80,124,403009363,-1
69,131,403009364,-1
103,94,403009374,-1
68,148,403009375,1
102,135,403009377,-1
26,68,403009391,-1
85,127,403009416,1
120,109,403009447,-1
65,98,403009455,-1
118,81,403009476,-1
57,99,403009503,1
92,147,403009506,1
20,56,403009510,1
83,149,403009511,1
84,155,403009512,1
91,98,403009524,1
95,142,403009526,1
50,102,403009528,-1
55,102,403009528,-1
36,170,403009537,-1
70,132,403009581,-1
85,165,403009613,1
69,142,403009625,-1
58,100,403009629,1
97,158,403009634,-1
71,136,403009637,-1
111,150,403009637,-1
49,82,403009641,-1
55,103,403009717,-1
52,102,403009725,-1
64,73,403009730,-1
77,139,403009732,-1
107,145,403009736,-1
43,61,403009737,-1
123,108,403009744,-1
30,85,403009806,-1
81,140,403009812,-1
49,75,403009814,-1
97,91,403009815,-1
51,107,403009817,-1
44,63,403009820,-1
93,129,403009828,-1
69,127,403009836,-1
71,90,403009846,-1
51,99,403009898,1
17,49,403009903,1
123,114,403009909,-1
25,153,403009910,-1
111,149,403009916,-1
69,119,403009917,-1
53,100,403009926,1
120,137,403009934,-1
69,91,403009990,-1
105,97,403010000,-1
52,103,403010005,-1
55,106,403010016,-1
93,99,403010059,1
105,109,403010087,-1
14,57,403010118,1
121,133,403010124,1
65,79,403010144,1
69,81,403010149,1
57,100,403010154,1
46,68,403010212,1
66,79,403010230,1
86,152,403010242,1
75,164,403010254,1
19,47,403010276,1
103,86,403010278,-1
86,179,403010281,-1
14,136,403010282,-1
59,141,403010283,-1
53,150,403010314,-1
48,141,403010326,-1
53,102,403010358,-1
68,129,403010370,-1
67,96,403010370,-1
48,71,403010380,-1
64,79,403010396,1
111,153,403010404,1
36,89,403010408,-1
80,158,403010410,-1
60,155,403010421,-1
70,148,403010482,-1
74,133,403010486,-1
118,137,403010502,-1
74,103,403010540,-1
34,87,403010541,-1
69,136,403010542,-1
36,73,403010547,-1
84,153,403010562,1
41,158,403010573,-1
16,55,403010585,1
70,142,403010633,-1
117,89,403010634,-1
12,156,403010636,-1
37,178,403010639,-1
62,99,403010669,-1
30,83,403010673,-1
21,50,403010683,1
89,146,403010688,1
57,102,403010713,-1
106,159,403010714,1
70,136,403010719,-1
61,157,403010720,-1
27,96,403010725,-1
77,144,403010726,-1
108,90,403010728,-1
71,145,403010729,-1
95,80,403010736,-1
36,67,403010746,1
41,53,403010754,1
47,58,403010777,1
61,100,403010795,-1
25,147,403010815,-1
70,140,403010818,-1
60,126,403010819,-1
13,147,403010821,-1
31,177,403010821,-1
26,164,403010822,-1
67,124,403010832,-1
109,157,403010841,1
20,55,403010855,1
56,99,403010856,1
75,147,403010860,-1
25,150,403010905,-1
111,146,403010908,-1
73,91,403010930,-1
74,132,403010949,-1
47,69,403010992,1
50,137,403011003,-1
73,137,403011007,-1
59,152,403011012,-1
69,135,403011019,-1
59,98,403011034,1
113,149,403011040,1
89,158,403011045,1
59,99,403011048,1
46,61,403011073,1
64,142,403011113,-1
106,101,403011119,-1
27,179,403011135,-1
65,94,403011165,1
20,47,403011172,1
66,92,403011177,1
48,131,403011198,-1
14,59,403011198,1
34,86,403011208,-1
56,135,403011212,-1
78,175,403011249,1
39,54,403011264,1
49,80,403011301,-1
77,122,403011302,-1
78,143,403011314,-1
61,97,403011330,1
23,46,403011346,1
106,160,403011365,1
67,79,403011396,1
104,154,403011406,-1
82,133,403011413,-1
48,70,403011413,-1
107,111,403011415,-1
93,148,403011472,1
19,51,403011480,1
38,56,403011484,1
70,90,403011506,-1
30,178,403011507,-1
32,52,403011518,-1
120,138,403011521,-1
51,98,403011527,1
66,88,403011560,1
68,166,403011568,1
16,51,403011582,1
51,57,403011584,1
70,88,403011598,-1
84,91,403011613,-1
24,124,403011616,-1
46,69,403011633,1
71,161,403011653,1
88,142,403011657,1
83,158,403011675,-1
70,82,403011688,1
86,155,403011695,1
67,91,403011703,1
43,52,403011706,1
23,63,403011709,-1
70,92,403011716,-1
119,116,403011718,-1
50,98,403011742,1
90,152,403011759,1
101,156,403011772,-1
48,57,403011779,1
70,89,403011805,-1
50,60,403011807,-1
53,77,403011808,-1
12,152,403011814,-1
46,70,403011825,1
93,142,403011930,1
52,143,403011953,-1
72,81,403011966,1
29,43,403011970,1
68,81,403011985,1
101,159,403012002,-1
60,101,403012002,-1
33,86,403012004,-1
44,167,403012005,-1
87,156,403012026,1
63,79,403012061,1
15,69,403012076,1
55,100,403012076,1
35,67,403012077,1
52,76,403012096,-1
47,81,403012099,-1
83,152,403012107,1
40,54,403012117,1
50,99,403012131,1
27,44,403012136,1
58,98,403012144,1
32,85,403012183,-1
118,141,403012187,-1
49,62,403012189,-1
123,103,403012193,-1
15,53,403012221,1
92,153,403012221,1
42,152,403012230,-1
66,87,403012235,1
54,102,403012277,-1
71,165,403012278,1
10,160,403012283,-1
16,50,403012347,1
54,99,403012348,1
65,89,403012359,1
55,102,403012372,-1
111,143,403012374,-1
51,68,403012376,-1
110,2,403012380,-1
56,102,403012380,-1
88,93,403012381,-1
75,142,403012387,-1
103,84,403012397,-1
68,82,403012408,1
92,130,403012423,-1
112,148,403012476,-1
48,56,403012485,1
47,97,403012487,1
100,166,403012494,1
119,139,403012498,-1
43,82,403012548,-1
123,104,403012552,-1
76,179,403012562,1
38,154,403012579,-1
